heder	Length	GC_amont	CG_precent
>lcl|NC_000913.3_cds_NP_417931.4_3411 	1050	540	51.43 %
>lcl|NC_000913.3_cds_NP_417932.1_3412 	588	332	56.46 %
>lcl|NC_000913.3_cds_NP_417933.1_3413 	1575	840	53.33 %
>lcl|NC_000913.3_cds_NP_417934.1_3414 	945	552	58.41 %
>lcl|NC_000913.3_cds_NP_417935.1_3415 	834	508	60.91 %
>lcl|NC_000913.3_cds_NP_417936.1_3416 	765	453	59.22 %
>lcl|NC_000913.3_cds_NP_417937.1_3417 	807	454	56.26 %
>lcl|NC_000913.3_cds_NP_417938.1_3418 	402	230	57.21 %
>lcl|NC_000913.3_cds_YP_026224.1_3419 	4236	2491	58.81 %
>lcl|NC_000913.3_cds_NP_417940.2_3420 	384	128	33.33 %
>lcl|NC_000913.3_cds_NP_417941.1_3421 	1137	472	41.51 %
>lcl|NC_000913.3_cds_NP_417942.6_3422 	1125	615	54.67 %
>lcl|NC_000913.3_cds_YP_026225.1_3423 	2736	1552	56.73 %
>lcl|NC_000913.3_cds_NP_417944.1_3424 	1068	622	58.24 %
>lcl|NC_000913.3_cds_YP_010051203.1_3425 	114	58	50.88 %
>lcl|NC_000913.3_cds_NP_417945.1_3426 	1623	608	37.46 %
>lcl|NC_000913.3_cds_NP_417948.4_3427 	1053	496	47.10 %
>lcl|NC_000913.3_cds_NP_417949.1_3428 	1203	663	55.11 %
>lcl|NC_000913.3_cds_NP_417950.1_3429 	1500	811	54.07 %
>lcl|NC_000913.3_cds_NP_417951.1_3430 	336	158	47.02 %
>lcl|NC_000913.3_cds_NP_417952.1_3431 	435	214	49.20 %
>lcl|NC_000913.3_cds_YP_010051204.1_3432 	75	35	46.67 %
>lcl|NC_000913.3_cds_YP_010051205.1_3433 	54	24	44.44 %
>lcl|NC_000913.3_cds_NP_417953.1_3434 	1470	762	51.84 %
>lcl|NC_000913.3_cds_NP_417954.1_3435 	753	438	58.17 %
>lcl|NC_000913.3_cds_NP_417955.1_3436 	2043	1118	54.72 %
>lcl|NC_000913.3_cds_NP_417956.1_3437 	843	459	54.45 %
>lcl|NC_000913.3_cds_NP_417957.1_3438 	1353	728	53.81 %
>lcl|NC_000913.3_cds_YP_001165328.2_3439 	84	39	46.43 %
>lcl|NC_000913.3_cds_NP_417958.1_3440 	354	180	50.85 %
>lcl|NC_000913.3_cds_NP_417959.4_3441 	1290	696	53.95 %
>lcl|NC_000913.3_cds_NP_417960.1_3442 	426	221	51.88 %
>lcl|NC_000913.3_cds_b3504_3443 	1224	415	33.91 %
>lcl|NC_000913.3_cds_NP_417685.2_3444 	981	540	55.05 %
>lcl|NC_000913.3_cds_NP_417963.4_3445 	567	260	45.86 %
>lcl|NC_000913.3_cds_NP_417964.1_3446 	531	211	39.74 %
>lcl|NC_000913.3_cds_NP_417965.1_3447 	648	295	45.52 %
>lcl|NC_000913.3_cds_NP_417966.4_3448 	327	131	40.06 %
>lcl|NC_000913.3_cds_NP_417967.1_3449 	333	143	42.94 %
>lcl|NC_000913.3_cds_NP_417968.1_3450 	573	267	46.60 %
>lcl|NC_000913.3_cds_NP_417969.1_3451 	528	174	32.95 %
>lcl|NC_000913.3_cds_NP_417970.1_3452 	1158	632	54.58 %
>lcl|NC_000913.3_cds_NP_417971.1_3453 	3114	1651	53.02 %
>lcl|NC_000913.3_cds_NP_417972.1_3454 	729	305	41.84 %
>lcl|NC_000913.3_cds_NP_417973.1_3455 	825	338	40.97 %
>lcl|NC_000913.3_cds_NP_417974.1_3456 	1401	756	53.96 %
>lcl|NC_000913.3_cds_NP_417975.1_3457 	1398	677	48.43 %
>lcl|NC_000913.3_cds_NP_417976.1_3458 	1650	890	53.94 %
>lcl|NC_000913.3_cds_NP_417977.1_3459 	603	288	47.76 %
>lcl|NC_000913.3_cds_NP_417978.2_3460 	900	480	53.33 %
>lcl|NC_000913.3_cds_NP_417979.1_3461 	1014	534	52.66 %
>lcl|NC_000913.3_cds_NP_417980.1_3462 	1323	736	55.63 %
>lcl|NC_000913.3_cds_NP_417981.2_3463 	2061	1097	53.23 %
>lcl|NC_000913.3_cds_NP_417982.2_3464 	768	405	52.73 %
>lcl|NC_000913.3_cds_NP_417983.2_3465 	930	531	57.10 %
>lcl|NC_000913.3_cds_NP_417984.1_3466 	1497	800	53.44 %
>lcl|NC_000913.3_cds_NP_417985.1_3467 	1287	665	51.67 %
>lcl|NC_000913.3_cds_NP_417986.4_3468 	1989	1045	52.54 %
>lcl|NC_000913.3_cds_YP_026226.4_3469 	3474	1984	57.11 %
>lcl|NC_000913.3_cds_NP_417988.1_3470 	1107	606	54.74 %
>lcl|NC_000913.3_cds_NP_417989.1_3471 	2340	1285	54.91 %
>lcl|NC_000913.3_cds_NP_417990.4_3472 	2619	1450	55.36 %
>lcl|NC_000913.3_cds_NP_417992.1_3473 	189	87	46.03 %
>lcl|NC_000913.3_cds_NP_417993.1_3474 	1572	768	48.85 %
>lcl|NC_000913.3_cds_NP_417994.2_3475 	192	93	48.44 %
>lcl|NC_000913.3_cds_NP_417995.1_3476 	1680	885	52.68 %
>lcl|NC_000913.3_cds_YP_026227.1_3477 	108	57	52.78 %
>lcl|NC_000913.3_cds_NP_417996.1_3478 	1272	578	45.44 %
>lcl|NC_000913.3_cds_NP_417997.1_3479 	1005	564	56.12 %
>lcl|NC_000913.3_cds_NP_417998.1_3480 	984	558	56.71 %
>lcl|NC_000913.3_cds_NP_417999.1_3481 	903	533	59.03 %
>lcl|NC_000913.3_cds_NP_418000.1_3482 	1020	576	56.47 %
>lcl|NC_000913.3_cds_NP_418001.1_3483 	1608	829	51.55 %
>lcl|NC_000913.3_cds_NP_418002.2_3484 	1692	853	50.41 %
>lcl|NC_000913.3_cds_NP_418003.1_3485 	1209	619	51.20 %
>lcl|NC_000913.3_cds_NP_418004.4_3486 	699	351	50.21 %
>lcl|NC_000913.3_cds_NP_418005.1_3487 	564	281	49.82 %
>lcl|NC_000913.3_cds_NP_418006.1_3488 	441	230	52.15 %
>lcl|NC_000913.3_cds_NP_418007.3_3489 	2334	1270	54.41 %
>lcl|NC_000913.3_cds_YP_026228.1_3490 	660	382	57.88 %
>lcl|NC_000913.3_cds_NP_418009.2_3491 	975	507	52.00 %
>lcl|NC_000913.3_cds_NP_418010.2_3492 	711	359	50.49 %
>lcl|NC_000913.3_cds_NP_418011.1_3493 	291	128	43.99 %
>lcl|NC_000913.3_cds_NP_418012.1_3494 	213	103	48.36 %
>lcl|NC_000913.3_cds_YP_010051206.1_3495 	72	34	47.22 %
>lcl|NC_000913.3_cds_YP_026229.1_3496 	153	54	35.29 %
>lcl|NC_000913.3_cds_NP_418014.1_3497 	522	241	46.17 %
>lcl|NC_000913.3_cds_NP_418015.1_3498 	852	365	42.84 %
>lcl|NC_000913.3_cds_NP_418016.1_3499 	2070	1147	55.41 %
>lcl|NC_000913.3_cds_NP_418017.1_3500 	912	512	56.14 %
>lcl|NC_000913.3_cds_YP_588469.1_3501 	300	143	47.67 %
>lcl|NC_000913.3_cds_NP_418018.1_3502 	996	466	46.79 %
>lcl|NC_000913.3_cds_NP_418019.4_3503 	438	180	41.10 %
>lcl|NC_000913.3_cds_NP_418020.2_3504 	342	142	41.52 %
>lcl|NC_000913.3_cds_NP_418021.1_3505 	1455	797	54.78 %
>lcl|NC_000913.3_cds_NP_418022.1_3506 	1323	673	50.87 %
>lcl|NC_000913.3_cds_NP_418023.1_3507 	993	437	44.01 %
>lcl|NC_000913.3_cds_NP_418024.1_3508 	1542	726	47.08 %
>lcl|NC_000913.3_cds_NP_418025.1_3509 	1182	637	53.89 %
>lcl|NC_000913.3_cds_NP_418026.1_3510 	1179	575	48.77 %
>lcl|NC_000913.3_cds_YP_026230.1_3511 	825	398	48.24 %
>lcl|NC_000913.3_cds_YP_010051207.1_3512 	27	12	44.44 %
>lcl|NC_000913.3_cds_NP_418028.1_3513 	2031	1073	52.83 %
>lcl|NC_000913.3_cds_YP_026231.1_3514 	1254	654	52.15 %
>lcl|NC_000913.3_cds_NP_418030.1_3515 	474	254	53.59 %
>lcl|NC_000913.3_cds_NP_418031.1_3516 	849	443	52.18 %
>lcl|NC_000913.3_cds_NP_418032.1_3517 	999	530	53.05 %
>lcl|NC_000913.3_cds_NP_418033.1_3518 	468	212	45.30 %
>lcl|NC_000913.3_cds_NP_418034.1_3519 	474	209	44.09 %
>lcl|NC_000913.3_cds_YP_026232.1_3520 	1278	650	50.86 %
>lcl|NC_000913.3_cds_NP_418036.1_3521 	987	505	51.17 %
>lcl|NC_000913.3_cds_NP_418037.1_3522 	1497	860	57.45 %
>lcl|NC_000913.3_cds_NP_418038.1_3523 	663	394	59.43 %
>lcl|NC_000913.3_cds_NP_418039.2_3524 	861	480	55.75 %
>lcl|NC_000913.3_cds_NP_418040.1_3525 	696	399	57.33 %
>lcl|NC_000913.3_cds_NP_418041.1_3526 	741	361	48.72 %
>lcl|NC_000913.3_cds_NP_418042.1_3527 	975	465	47.69 %
>lcl|NC_000913.3_cds_NP_418043.1_3528 	1137	576	50.66 %
>lcl|NC_000913.3_cds_NP_418044.1_3529 	324	151	46.60 %
>lcl|NC_000913.3_cds_NP_418045.4_3530 	1539	843	54.78 %
>lcl|NC_000913.3_cds_YP_026233.1_3531 	1152	582	50.52 %
>lcl|NC_000913.3_cds_NP_418047.1_3532 	1845	1040	56.37 %
>lcl|NC_000913.3_cds_NP_418048.1_3533 	1392	780	56.03 %
>lcl|NC_000913.3_cds_NP_418049.1_3534 	609	321	52.71 %
>lcl|NC_000913.3_cds_NP_418050.1_3535 	4134	2461	59.53 %
>lcl|NC_000913.3_cds_NP_418051.1_3536 	843	284	33.69 %
>lcl|NC_000913.3_cds_NP_418053.1_3537 	462	149	32.25 %
>lcl|NC_000913.3_cds_YP_009518821.1_3538 	336	122	36.31 %
>lcl|NC_000913.3_cds_NP_418054.1_3539 	1137	599	52.68 %
>lcl|NC_000913.3_cds_NP_418055.1_3540 	363	187	51.52 %
>lcl|NC_000913.3_cds_NP_418056.1_3541 	1914	1031	53.87 %
>lcl|NC_000913.3_cds_NP_418057.1_3542 	1149	602	52.39 %
>lcl|NC_000913.3_cds_NP_418058.1_3543 	588	300	51.02 %
>lcl|NC_000913.3_cds_YP_588470.1_3544 	210	103	49.05 %
>lcl|NC_000913.3_cds_NP_418059.1_3545 	363	185	50.96 %
>lcl|NC_000913.3_cds_NP_418060.1_3546 	1656	913	55.13 %
>lcl|NC_000913.3_cds_NP_418061.1_3547 	777	420	54.05 %
>lcl|NC_000913.3_cds_NP_418062.1_3548 	1191	663	55.67 %
>lcl|NC_000913.3_cds_NP_418063.1_3549 	474	261	55.06 %
>lcl|NC_000913.3_cds_NP_418064.1_3550 	822	440	53.53 %
>lcl|NC_000913.3_cds_NP_418065.1_3551 	1020	579	56.76 %
>lcl|NC_000913.3_cds_NP_418066.1_3552 	468	238	50.85 %
>lcl|NC_000913.3_cds_NP_418067.1_3553 	252	132	52.38 %
>lcl|NC_000913.3_cds_NP_418068.1_3554 	432	214	49.54 %
>lcl|NC_000913.3_cds_NP_418069.1_3555 	1545	826	53.46 %
>lcl|NC_000913.3_cds_NP_418070.6_3556 	1260	719	57.06 %
>lcl|NC_000913.3_cds_NP_418071.4_3557 	960	506	52.71 %
>lcl|NC_000913.3_cds_NP_418072.1_3558 	1035	476	45.99 %
>lcl|NC_000913.3_cds_NP_418073.1_3559 	1026	528	51.46 %
>lcl|NC_000913.3_cds_NP_418074.1_3560 	1197	649	54.22 %
>lcl|NC_000913.3_cds_NP_418075.2_3561 	858	318	37.06 %
>lcl|NC_000913.3_cds_NP_418076.1_3562 	933	475	50.91 %
>lcl|NC_000913.3_cds_NP_418077.1_3563 	1047	562	53.68 %
>lcl|NC_000913.3_cds_NP_418078.1_3564 	960	490	51.04 %
>lcl|NC_000913.3_cds_NP_418079.1_3565 	1260	402	31.90 %
>lcl|NC_000913.3_cds_YP_010051208.1_3566 	243	91	37.45 %
>lcl|NC_000913.3_cds_YP_010051209.1_3567 	75	25	33.33 %
>lcl|NC_000913.3_cds_YP_010051210.1_3568 	111	43	38.74 %
>lcl|NC_000913.3_cds_NP_418080.1_3569 	1074	333	31.01 %
>lcl|NC_000913.3_cds_NP_418081.1_3570 	852	277	32.51 %
>lcl|NC_000913.3_cds_NP_418082.1_3571 	699	247	35.34 %
>lcl|NC_000913.3_cds_NP_418083.1_3572 	1017	344	33.82 %
>lcl|NC_000913.3_cds_NP_418084.1_3573 	1020	369	36.18 %
>lcl|NC_000913.3_cds_NP_418085.2_3574 	1080	428	39.63 %
>lcl|NC_000913.3_cds_NP_418086.1_3575 	936	251	26.82 %
>lcl|NC_000913.3_cds_NP_418087.1_3576 	798	346	43.36 %
>lcl|NC_000913.3_cds_NP_418088.1_3577 	1125	504	44.80 %
>lcl|NC_000913.3_cds_NP_418089.1_3578 	1035	462	44.64 %
>lcl|NC_000913.3_cds_NP_418090.1_3579 	1278	689	53.91 %
>lcl|NC_000913.3_cds_NP_418091.1_3580 	480	253	52.71 %
>lcl|NC_000913.3_cds_NP_418092.1_3581 	810	436	53.83 %
>lcl|NC_000913.3_cds_NP_418093.1_3582 	168	68	40.48 %
>lcl|NC_000913.3_cds_NP_418094.1_3583 	237	126	53.16 %
>lcl|NC_000913.3_cds_NP_418095.4_3584 	669	321	47.98 %
>lcl|NC_000913.3_cds_NP_418096.4_3585 	1221	655	53.64 %
>lcl|NC_000913.3_cds_NP_418097.2_3586 	459	250	54.47 %
>lcl|NC_000913.3_cds_NP_418098.4_3587 	597	317	53.10 %
>lcl|NC_000913.3_cds_NP_418099.1_3588 	642	341	53.12 %
>lcl|NC_000913.3_cds_YP_009518822.1_3589 	687	386	56.19 %
>lcl|NC_000913.3_cds_NP_418101.1_3590 	864	465	53.82 %
>lcl|NC_000913.3_cds_NP_418102.2_3591 	825	378	45.82 %
>lcl|NC_000913.3_cds_NP_418103.4_3592 	618	330	53.40 %
>lcl|NC_000913.3_cds_NP_418104.2_3593 	1683	885	52.58 %
>lcl|NC_000913.3_cds_NP_418105.1_3594 	624	306	49.04 %
>lcl|NC_000913.3_cds_NP_418106.1_3595 	276	147	53.26 %
>lcl|NC_000913.3_cds_NP_418107.1_3596 	2109	1133	53.72 %
>lcl|NC_000913.3_cds_NP_418108.1_3597 	690	382	55.36 %
>lcl|NC_000913.3_cds_NP_418109.1_3598 	2082	1191	57.20 %
>lcl|NC_000913.3_cds_NP_418110.1_3599 	1206	647	53.65 %
>lcl|NC_000913.3_cds_NP_418111.1_3600 	1392	764	54.89 %
>lcl|NC_000913.3_cds_NP_418112.1_3601 	1710	927	54.21 %
>lcl|NC_000913.3_cds_NP_418113.1_3602 	2319	1207	52.05 %
>lcl|NC_000913.3_cds_NP_418114.4_3603 	1383	683	49.39 %
>lcl|NC_000913.3_cds_NP_418115.1_3604 	1185	546	46.08 %
>lcl|NC_000913.3_cds_NP_418116.1_3605 	924	450	48.70 %
>lcl|NC_000913.3_cds_YP_010051211.1_3606 	60	27	45.00 %
>lcl|NC_000913.3_cds_NP_418117.1_3607 	819	388	47.37 %
>lcl|NC_000913.3_cds_YP_588471.1_3608 	294	126	42.86 %
>lcl|NC_000913.3_cds_NP_418118.2_3609 	1191	631	52.98 %
>lcl|NC_000913.3_cds_NP_418119.2_3610 	453	239	52.76 %
>lcl|NC_000913.3_cds_NP_418120.2_3611 	1335	645	48.31 %
>lcl|NC_000913.3_cds_NP_418121.1_3612 	1767	965	54.61 %
>lcl|NC_000913.3_cds_NP_418122.1_3613 	1392	736	52.87 %
>lcl|NC_000913.3_cds_NP_418123.2_3614 	1320	726	55.00 %
>lcl|NC_000913.3_cds_NP_418124.4_3615 	1503	858	57.09 %
>lcl|NC_000913.3_cds_NP_418125.1_3616 	591	348	58.88 %
>lcl|NC_000913.3_cds_NP_418126.1_3617 	291	141	48.45 %
>lcl|NC_000913.3_cds_NP_418127.1_3618 	1689	951	56.31 %
>lcl|NC_000913.3_cds_NP_418128.1_3619 	99	58	58.59 %
>lcl|NC_000913.3_cds_YP_001165331.1_3620 	90	38	42.22 %
>lcl|NC_000913.3_cds_YP_010051212.1_3621 	75	30	40.00 %
>lcl|NC_000913.3_cds_NP_418129.2_3622 	1185	677	57.13 %
>lcl|NC_000913.3_cds_NP_418130.1_3623 	498	267	53.61 %
>lcl|NC_000913.3_cds_NP_418131.1_3624 	363	183	50.41 %
>lcl|NC_000913.3_cds_NP_418132.1_3625 	348	181	52.01 %
>lcl|NC_000913.3_cds_NP_418133.1_3626 	450	216	48.00 %
>lcl|NC_000913.3_cds_NP_418134.1_3627 	1494	777	52.01 %
>lcl|NC_000913.3_cds_NP_418135.1_3628 	1716	918	53.50 %
>lcl|NC_000913.3_cds_NP_418136.2_3629 	894	389	43.51 %
>lcl|NC_000913.3_cds_YP_009518824.1_3630 	486	246	50.62 %
>lcl|NC_000913.3_cds_YP_009518825.1_3631 	1107	585	52.85 %
>lcl|NC_000913.3_cds_NP_418139.1_3632 	717	368	51.32 %
>lcl|NC_000913.3_cds_NP_418140.4_3633 	1662	879	52.89 %
>lcl|NC_000913.3_cds_NP_418141.2_3634 	429	210	48.95 %
>lcl|NC_000913.3_cds_NP_418142.1_3635 	414	195	47.10 %
>lcl|NC_000913.3_cds_NP_418143.2_3636 	333	179	53.75 %
>lcl|NC_000913.3_cds_NP_418144.3_3637 	1248	689	55.21 %
>lcl|NC_000913.3_cds_NP_418145.2_3638 	1065	548	51.46 %
>lcl|NC_000913.3_cds_NP_418146.4_3639 	1293	685	52.98 %
>lcl|NC_000913.3_cds_YP_026237.1_3640 	1149	607	52.83 %
>lcl|NC_000913.3_cds_YP_026238.1_3641 	618	367	59.39 %
>lcl|NC_000913.3_cds_NP_418148.1_3642 	879	476	54.15 %
>lcl|NC_000913.3_cds_YP_026239.1_3643 	690	382	55.36 %
>lcl|NC_000913.3_cds_YP_026240.1_3644 	657	282	42.92 %
>lcl|NC_000913.3_cds_NP_418152.1_3645 	813	415	51.05 %
>lcl|NC_000913.3_cds_NP_418153.4_3646 	399	204	51.13 %
>lcl|NC_000913.3_cds_YP_026241.1_3647 	2415	1328	54.99 %
>lcl|NC_000913.3_cds_NP_418155.1_3648 	1074	591	55.03 %
>lcl|NC_000913.3_cds_NP_418156.1_3649 	1101	597	54.22 %
>lcl|NC_000913.3_cds_NP_418157.1_3650 	1404	759	54.06 %
>lcl|NC_000913.3_cds_YP_009518826.1_3651 	81	33	40.74 %
>lcl|NC_000913.3_cds_NP_418158.1_3652 	141	73	51.77 %
>lcl|NC_000913.3_cds_NP_418159.1_3653 	360	201	55.83 %
>lcl|NC_000913.3_cds_YP_588472.1_3654 	258	141	54.65 %
>lcl|NC_000913.3_cds_NP_418161.1_3655 	1647	884	53.67 %
>lcl|NC_000913.3_cds_NP_418162.1_3656 	1365	769	56.34 %
>lcl|NC_000913.3_cds_NP_418163.1_3657 	75	26	34.67 %
>lcl|NC_000913.3_cds_NP_418164.4_3658 	1416	720	50.85 %
>lcl|NC_000913.3_cds_NP_418165.1_3659 	1248	580	46.47 %
>lcl|NC_000913.3_cds_NP_418166.1_3660 	1176	624	53.06 %
>lcl|NC_000913.3_cds_NP_418167.1_3661 	960	501	52.19 %
>lcl|NC_000913.3_cds_NP_418168.2_3662 	750	392	52.27 %
>lcl|NC_000913.3_cds_NP_418169.1_3663 	567	299	52.73 %
>lcl|NC_000913.3_cds_NP_418170.1_3664 	1338	719	53.74 %
>lcl|NC_000913.3_cds_NP_418171.1_3665 	666	320	48.05 %
>lcl|NC_000913.3_cds_NP_418172.1_3666 	468	205	43.80 %
>lcl|NC_000913.3_cds_NP_418173.1_3667 	588	262	44.56 %
>lcl|NC_000913.3_cds_YP_026242.1_3668 	723	358	49.52 %
>lcl|NC_000913.3_cds_NP_418175.3_3669 	1170	585	50.00 %
>lcl|NC_000913.3_cds_NP_418176.1_3670 	1617	730	45.15 %
>lcl|NC_000913.3_cds_NP_418177.1_3671 	1413	686	48.55 %
>lcl|NC_000913.3_cds_NP_418178.1_3672 	1878	961	51.17 %
>lcl|NC_000913.3_cds_NP_418179.1_3673 	837	359	42.89 %
>lcl|NC_000913.3_cds_NP_418180.1_3674 	726	382	52.62 %
>lcl|NC_000913.3_cds_NP_418181.1_3675 	774	405	52.33 %
>lcl|NC_000913.3_cds_NP_418182.1_3676 	891	501	56.23 %
>lcl|NC_000913.3_cds_NP_418183.1_3677 	960	525	54.69 %
>lcl|NC_000913.3_cds_NP_418184.1_3678 	1041	536	51.49 %
>lcl|NC_000913.3_cds_NP_418185.1_3679 	1830	980	53.55 %
>lcl|NC_000913.3_cds_NP_418186.1_3680 	1371	722	52.66 %
>lcl|NC_000913.3_cds_NP_418187.1_3681 	420	232	55.24 %
>lcl|NC_000913.3_cds_NP_418188.1_3682 	1383	757	54.74 %
>lcl|NC_000913.3_cds_NP_418189.1_3683 	864	462	53.47 %
>lcl|NC_000913.3_cds_NP_418190.1_3684 	1542	823	53.37 %
>lcl|NC_000913.3_cds_NP_418191.1_3685 	534	277	51.87 %
>lcl|NC_000913.3_cds_NP_418192.1_3686 	471	249	52.87 %
>lcl|NC_000913.3_cds_NP_418193.1_3687 	240	130	54.17 %
>lcl|NC_000913.3_cds_NP_418194.1_3688 	816	410	50.25 %
>lcl|NC_000913.3_cds_NP_418195.2_3689 	381	199	52.23 %
>lcl|NC_000913.3_cds_NP_418196.1_3690 	624	304	48.72 %
>lcl|NC_000913.3_cds_NP_418197.1_3691 	1890	1028	54.39 %
>lcl|NC_000913.3_cds_NP_418198.1_3692 	444	222	50.00 %
>lcl|NC_000913.3_cds_NP_418199.1_3693 	459	227	49.46 %
>lcl|NC_000913.3_cds_NP_418200.1_3694 	993	561	56.50 %
>lcl|NC_000913.3_cds_YP_026243.1_3695 	1452	766	52.75 %
>lcl|NC_000913.3_cds_NP_418202.4_3696 	1497	744	49.70 %
>lcl|NC_000913.3_cds_YP_026244.1_3697 	1869	961	51.42 %
>lcl|NC_000913.3_cds_NP_418204.2_3698 	420	200	47.62 %
>lcl|NC_000913.3_cds_NP_418205.1_3699 	1506	771	51.20 %
>lcl|NC_000913.3_cds_NP_418206.1_3700 	966	516	53.42 %
>lcl|NC_000913.3_cds_NP_418207.1_3701 	891	471	52.86 %
>lcl|NC_000913.3_cds_NP_418208.1_3702 	930	483	51.94 %
>lcl|NC_000913.3_cds_NP_418209.1_3703 	993	503	50.65 %
>lcl|NC_000913.3_cds_NP_418210.1_3704 	1428	701	49.09 %
>lcl|NC_000913.3_cds_YP_026245.1_3705 	693	342	49.35 %
>lcl|NC_000913.3_cds_YP_026246.1_3706 	840	407	48.45 %
>lcl|NC_000913.3_cds_NP_418213.1_3707 	339	163	48.08 %
>lcl|NC_000913.3_cds_NP_418214.2_3708 	1521	774	50.89 %
>lcl|NC_000913.3_cds_NP_418215.1_3709 	99	53	53.54 %
>lcl|NC_000913.3_cds_YP_002791259.1_3710 	51	19	37.25 %
>lcl|NC_000913.3_cds_NP_418217.1_3711 	264	130	49.24 %
>lcl|NC_000913.3_cds_YP_026247.1_3712 	930	511	54.95 %
>lcl|NC_000913.3_cds_YP_026248.1_3713 	1851	1043	56.35 %
>lcl|NC_000913.3_cds_NP_418220.1_3714 	1545	908	58.77 %
>lcl|NC_000913.3_cds_NP_418221.1_3715 	894	515	57.61 %
>lcl|NC_000913.3_cds_NP_418222.1_3716 	1476	794	53.79 %
>lcl|NC_000913.3_cds_NP_418223.1_3717 	282	146	51.77 %
>lcl|NC_000913.3_cds_YP_026251.1_3718 	2022	1081	53.46 %
>lcl|NC_000913.3_cds_YP_026252.1_3719 	1485	797	53.67 %
>lcl|NC_000913.3_cds_NP_418227.1_3720 	1266	665	52.53 %
>lcl|NC_000913.3_cds_NP_418228.2_3721 	330	168	50.91 %
>lcl|NC_000913.3_cds_YP_009518827.1_3722 	102	50	49.02 %
>lcl|NC_000913.3_cds_NP_418230.1_3723 	1260	634	50.32 %
>lcl|NC_000913.3_cds_NP_418231.1_3724 	1104	546	49.46 %
>lcl|NC_000913.3_cds_NP_418232.2_3725 	1047	552	52.72 %
>lcl|NC_000913.3_cds_YP_026253.1_3726 	1131	595	52.61 %
>lcl|NC_000913.3_cds_YP_026254.1_3727 	1263	679	53.76 %
>lcl|NC_000913.3_cds_YP_026255.1_3728 	1068	574	53.75 %
>lcl|NC_000913.3_cds_NP_418236.1_3729 	882	486	55.10 %
>lcl|NC_000913.3_cds_YP_026256.2_3730 	675	375	55.56 %
>lcl|NC_000913.3_cds_NP_418238.1_3731 	1131	615	54.38 %
>lcl|NC_000913.3_cds_NP_418239.1_3732 	1251	671	53.64 %
>lcl|NC_000913.3_cds_YP_026257.1_3733 	1080	571	52.87 %
>lcl|NC_000913.3_cds_NP_418241.1_3734 	1353	709	52.40 %
>lcl|NC_000913.3_cds_NP_418242.1_3735 	741	394	53.17 %
>lcl|NC_000913.3_cds_YP_026258.1_3736 	1386	741	53.46 %
>lcl|NC_000913.3_cds_YP_026259.1_3737 	1236	651	52.67 %
>lcl|NC_000913.3_cds_NP_418245.1_3738 	1656	881	53.20 %
>lcl|NC_000913.3_cds_NP_418246.1_3739 	1197	658	54.97 %
>lcl|NC_000913.3_cds_NP_418247.1_3740 	1182	631	53.38 %
>lcl|NC_000913.3_cds_NP_418248.1_3741 	741	392	52.90 %
>lcl|NC_000913.3_cds_YP_026260.1_3742 	942	529	56.16 %
>lcl|NC_000913.3_cds_NP_418250.1_3743 	2547	1323	51.94 %
>lcl|NC_000913.3_cds_NP_418251.1_3744 	321	173	53.89 %
>lcl|NC_000913.3_cds_YP_009518828.1_3745 	486	242	49.79 %
>lcl|NC_000913.3_cds_YP_588473.1_3746 	204	107	52.45 %
>lcl|NC_000913.3_cds_NP_418254.2_3747 	825	455	55.15 %
>lcl|NC_000913.3_cds_NP_418255.1_3748 	708	395	55.79 %
>lcl|NC_000913.3_cds_NP_418256.1_3749 	897	484	53.96 %
>lcl|NC_000913.3_cds_NP_418257.1_3750 	717	400	55.79 %
>lcl|NC_000913.3_cds_NP_418258.1_3751 	2163	1248	57.70 %
>lcl|NC_000913.3_cds_YP_026261.1_3752 	765	366	47.84 %
>lcl|NC_000913.3_cds_YP_010051213.1_3753 	57	27	47.37 %
>lcl|NC_000913.3_cds_NP_418260.1_3754 	951	501	52.68 %
>lcl|NC_000913.3_cds_NP_418261.1_3755 	381	133	34.91 %
>lcl|NC_000913.3_cds_NP_418262.2_3756 	381	125	32.81 %
>lcl|NC_000913.3_cds_YP_026262.1_3757 	891	451	50.62 %
>lcl|NC_000913.3_cds_NP_418264.4_3758 	468	249	53.21 %
>lcl|NC_000913.3_cds_NP_418265.1_3759 	870	446	51.26 %
>lcl|NC_000913.3_cds_YP_026263.3_3760 	1830	1009	55.14 %
>lcl|NC_000913.3_cds_YP_026264.1_3761 	621	326	52.50 %
>lcl|NC_000913.3_cds_YP_026265.1_3762 	621	324	52.17 %
>lcl|NC_000913.3_cds_YP_026266.1_3763 	1023	550	53.76 %
>lcl|NC_000913.3_cds_YP_026267.1_3764 	801	413	51.56 %
>lcl|NC_000913.3_cds_NP_418271.1_3765 	900	500	55.56 %
>lcl|NC_000913.3_cds_NP_418272.1_3766 	954	537	56.29 %
>lcl|NC_000913.3_cds_NP_418273.1_3767 	2262	1272	56.23 %
>lcl|NC_000913.3_cds_YP_026268.1_3768 	816	445	54.53 %
>lcl|NC_000913.3_cds_NP_418275.1_3769 	762	412	54.07 %
>lcl|NC_000913.3_cds_NP_418276.1_3770 	1428	758	53.08 %
>lcl|NC_000913.3_cds_YP_026269.1_3771 	756	394	52.12 %
>lcl|NC_000913.3_cds_NP_418278.1_3772 	606	338	55.78 %
