heder	Length	GC_amont	CG_precent
>ENST00000904014.1 cds chromosome	1611	791	49.10 %
>ENST00000904015.1 cds chromosome	1647	813	49.36 %
>ENST00000904016.1 cds chromosome	1392	689	49.50 %
>ENST00000904017.1 cds chromosome	1611	794	49.29 %
>ENST00000904018.1 cds chromosome	2103	1029	48.93 %
>ENST00000904019.1 cds chromosome	1017	521	51.23 %
>ENST00000904020.1 cds chromosome	1215	617	50.78 %
>ENST00000904021.1 cds chromosome	486	250	51.44 %
>ENST00000904022.1 cds chromosome	2100	1027	48.90 %
>ENST00000904023.1 cds chromosome	1896	936	49.37 %
>ENST00000935511.1 cds chromosome	1404	688	49.00 %
>ENST00000969332.1 cds chromosome	1014	516	50.89 %
>ENST00000969333.1 cds chromosome	1725	854	49.51 %
>ENST00000969334.1 cds chromosome	1983	971	48.97 %
>ENST00000969335.1 cds chromosome	1536	768	50.00 %
>ENST00000969336.1 cds chromosome	2097	1025	48.88 %
>ENST00000969337.1 cds chromosome	1806	899	49.78 %
>ENST00000969338.1 cds chromosome	1539	770	50.03 %
>ENST00000969339.1 cds chromosome	2079	1019	49.01 %
>ENST00000969340.1 cds chromosome	1584	769	48.55 %
>ENST00000969341.1 cds chromosome	1899	938	49.39 %
>ENST00000969342.1 cds chromosome	1464	719	49.11 %
>ENST00000969343.1 cds chromosome	1416	696	49.15 %
>ENST00000969344.1 cds chromosome	1188	598	50.34 %
>ENST00000969345.1 cds chromosome	1977	976	49.37 %
>ENST00000969346.1 cds chromosome	2229	1083	48.59 %
>ENST00000969347.1 cds chromosome	1740	849	48.79 %
>ENST00000969348.1 cds chromosome	1842	894	48.53 %
>ENST00000969349.1 cds chromosome	1347	687	51.00 %
>ENST00000969350.1 cds chromosome	2082	1020	48.99 %
>ENST00000969351.1 cds chromosome	1974	974	49.34 %
>ENST00000969352.1 cds chromosome	1344	685	50.97 %
>ENST00000969353.1 cds chromosome	2226	1081	48.56 %
>ENST00000969354.1 cds chromosome	1188	595	50.08 %
>ENST00000969355.1 cds chromosome	2007	981	48.88 %
>ENST00000969356.1 cds chromosome	1176	589	50.09 %
>ENST00000969357.1 cds chromosome	2085	1022	49.02 %
>ENST00000969358.1 cds chromosome	1893	934	49.34 %
>ENST00000969359.1 cds chromosome	855	435	50.88 %
>ENST00000969360.1 cds chromosome	2076	1017	48.99 %
>ENST00000969361.1 cds chromosome	1272	636	50.00 %
>ENST00000969362.1 cds chromosome	1521	750	49.31 %
>ENST00000969363.1 cds chromosome	1590	772	48.55 %
>ENST00000969364.1 cds chromosome	2079	1018	48.97 %
>ENST00000969365.1 cds chromosome	1593	784	49.22 %
>ENST00000969366.1 cds chromosome	1839	892	48.50 %
>ENST00000969367.1 cds chromosome	1869	905	48.42 %
>ENST00000969368.1 cds chromosome	1956	959	49.03 %
>ENST00000969369.1 cds chromosome	987	505	51.17 %
>ENST00000969370.1 cds chromosome	1314	651	49.54 %
>ENST00000969371.1 cds chromosome	2094	1025	48.95 %
>ENST00000969372.1 cds chromosome	2211	1076	48.67 %
>ENST00000969373.1 cds chromosome	1449	733	50.59 %
>ENST00000969374.1 cds chromosome	1773	885	49.92 %
>ENST00000969375.1 cds chromosome	2082	1020	48.99 %
>ENST00000969376.1 cds chromosome	2028	994	49.01 %
>ENST00000969377.1 cds chromosome	1737	847	48.76 %
>ENST00000429403.5 cds chromosome	309	207	66.99 %
>ENST00000455168.5 cds chromosome	312	209	66.99 %
>ENST00000256496.8 cds chromosome	561	246	43.85 %
>ENST00000419534.2 cds chromosome	492	226	45.93 %
>ENST00000967326.1 cds chromosome	399	185	46.37 %
>ENST00000377403.7 cds chromosome	2376	1481	62.33 %
>ENST00000602477.1 cds chromosome	2409	1498	62.18 %
>ENST00000891474.1 cds chromosome	2376	1481	62.33 %
>ENST00000891475.1 cds chromosome	2376	1481	62.33 %
>ENST00000891476.1 cds chromosome	2376	1481	62.33 %
>ENST00000919134.1 cds chromosome	2343	1460	62.31 %
>ENST00000948983.1 cds chromosome	2376	1481	62.33 %
>ENST00000948984.1 cds chromosome	2376	1481	62.33 %
>ENST00000948985.1 cds chromosome	2376	1481	62.33 %
>ENST00000948986.1 cds chromosome	2376	1481	62.33 %
>ENST00000948987.1 cds chromosome	2376	1481	62.33 %
>ENST00000948988.1 cds chromosome	2376	1481	62.33 %
>ENST00000948989.1 cds chromosome	2376	1481	62.33 %
>ENST00000225927.7 cds chromosome	2232	1442	64.61 %
>ENST00000586516.5 cds chromosome	512	327	63.87 %
>ENST00000591587.1 cds chromosome	369	246	66.67 %
>ENST00000904921.1 cds chromosome	2289	1473	64.35 %
>ENST00000933285.1 cds chromosome	2214	1429	64.54 %
>ENST00000963429.1 cds chromosome	2310	1495	64.72 %
>ENST00000326448.12 cds chromosome	2334	889	38.09 %
>ENST00000483465.5 cds chromosome	1923	733	38.12 %
>ENST00000496589.5 cds chromosome	1923	733	38.12 %
>ENST00000483325.1 cds chromosome	369	133	36.04 %
>ENST00000465537.5 cds chromosome	366	151	41.26 %
>ENST00000498409.5 cds chromosome	539	210	38.96 %
>ENST00000489004.5 cds chromosome	364	139	38.19 %
>ENST00000866736.1 cds chromosome	2133	818	38.35 %
>ENST00000866737.1 cds chromosome	2154	815	37.84 %
>ENST00000866738.1 cds chromosome	2244	848	37.79 %
>ENST00000915648.1 cds chromosome	2334	889	38.09 %
>ENST00000967444.1 cds chromosome	2334	889	38.09 %
>ENST00000540656.5 cds chromosome	849	548	64.55 %
>ENST00000320591.9 cds chromosome	849	548	64.55 %
>ENST00000534837.6 cds chromosome	831	539	64.86 %
>ENST00000545917.5 cds chromosome	515	338	65.63 %
>ENST00000542740.1 cds chromosome	332	226	68.07 %
>ENST00000908766.1 cds chromosome	831	539	64.86 %
>ENST00000908767.1 cds chromosome	831	539	64.86 %
>ENST00000922283.1 cds chromosome	831	539	64.86 %
>ENST00000922284.1 cds chromosome	831	539	64.86 %
>ENST00000972144.1 cds chromosome	831	539	64.86 %
>ENST00000326165.11 cds chromosome	873	483	55.33 %
>ENST00000469092.5 cds chromosome	585	318	54.36 %
>ENST00000301573.13 cds chromosome	735	402	54.69 %
>ENST00000583937.5 cds chromosome	918	511	55.66 %
>ENST00000462044.5 cds chromosome	498	262	52.61 %
>ENST00000464910.5 cds chromosome	882	486	55.10 %
>ENST00000581500.1 cds chromosome	720	391	54.31 %
>ENST00000886268.1 cds chromosome	927	514	55.45 %
>ENST00000963430.1 cds chromosome	915	509	55.63 %
>ENST00000963431.1 cds chromosome	870	481	55.29 %
>ENST00000963432.1 cds chromosome	930	516	55.48 %
>ENST00000963433.1 cds chromosome	942	521	55.31 %
>ENST00000448773.5 cds chromosome	345	146	42.32 %
>ENST00000317907.9 cds chromosome	2532	1091	43.09 %
>ENST00000647819.1 cds chromosome	1053	439	41.69 %
>ENST00000433416.5 cds chromosome	303	154	50.83 %
>ENST00000884597.1 cds chromosome	2334	1003	42.97 %
>ENST00000884598.1 cds chromosome	2409	1036	43.01 %
>ENST00000884599.1 cds chromosome	2433	1041	42.79 %
>ENST00000934658.1 cds chromosome	2304	978	42.45 %
>ENST00000934659.1 cds chromosome	2553	1097	42.97 %
>ENST00000934660.1 cds chromosome	2130	935	43.90 %
>ENST00000934661.1 cds chromosome	2418	1034	42.76 %
>ENST00000934662.1 cds chromosome	2313	1007	43.54 %
>ENST00000956003.1 cds chromosome	2121	916	43.19 %
>ENST00000956004.1 cds chromosome	2478	1069	43.14 %
>ENST00000956005.1 cds chromosome	2511	1083	43.13 %
>ENST00000956006.1 cds chromosome	2235	953	42.64 %
>ENST00000368373.8 cds chromosome	1611	890	55.25 %
>ENST00000327247.9 cds chromosome	1611	890	55.25 %
>ENST00000427500.7 cds chromosome	1464	815	55.67 %
>ENST00000428024.3 cds chromosome	1350	744	55.11 %
>ENST00000852359.1 cds chromosome	1611	890	55.25 %
>ENST00000852360.1 cds chromosome	1611	890	55.25 %
>ENST00000852361.1 cds chromosome	1611	890	55.25 %
>ENST00000852362.1 cds chromosome	1611	890	55.25 %
>ENST00000852363.1 cds chromosome	1611	890	55.25 %
>ENST00000852364.1 cds chromosome	1272	701	55.11 %
>ENST00000852365.1 cds chromosome	1632	903	55.33 %
>ENST00000852366.1 cds chromosome	1611	890	55.25 %
>ENST00000852367.1 cds chromosome	1632	903	55.33 %
>ENST00000852368.1 cds chromosome	1272	701	55.11 %
>ENST00000948996.1 cds chromosome	1611	890	55.25 %
>ENST00000948997.1 cds chromosome	1677	926	55.22 %
>ENST00000948998.1 cds chromosome	1608	888	55.22 %
>ENST00000551598.5 cds chromosome	522	290	55.56 %
>ENST00000546244.5 cds chromosome	816	470	57.60 %
>ENST00000343810.9 cds chromosome	1389	807	58.10 %
>ENST00000550165.5 cds chromosome	1389	807	58.10 %
>ENST00000357123.8 cds chromosome	1428	836	58.54 %
>ENST00000553173.5 cds chromosome	955	563	58.95 %
>ENST00000548334.5 cds chromosome	617	362	58.67 %
>ENST00000548596.5 cds chromosome	557	326	58.53 %
>ENST00000549528.1 cds chromosome	433	254	58.66 %
>ENST00000879001.1 cds chromosome	1389	807	58.10 %
>ENST00000879002.1 cds chromosome	1389	807	58.10 %
>ENST00000879003.1 cds chromosome	1389	807	58.10 %
>ENST00000879004.1 cds chromosome	1389	807	58.10 %
>ENST00000879005.1 cds chromosome	1389	807	58.10 %
>ENST00000930410.1 cds chromosome	1389	807	58.10 %
>ENST00000930411.1 cds chromosome	1389	807	58.10 %
>ENST00000930412.1 cds chromosome	1389	807	58.10 %
>ENST00000972173.1 cds chromosome	1389	807	58.10 %
>ENST00000582809.5 cds chromosome	1806	761	42.14 %
>ENST00000682085.1 cds chromosome	2253	985	43.72 %
>ENST00000580705.5 cds chromosome	529	256	48.39 %
>ENST00000346027.10 cds chromosome	2253	985	43.72 %
>ENST00000326270.13 cds chromosome	2319	1019	43.94 %
>ENST00000682203.1 cds chromosome	1806	761	42.14 %
>ENST00000343388.11 cds chromosome	2157	930	43.12 %
>ENST00000683536.1 cds chromosome	1806	761	42.14 %
>ENST00000684440.1 cds chromosome	2064	903	43.75 %
>ENST00000684772.1 cds chromosome	1968	848	43.09 %
>ENST00000682827.1 cds chromosome	339	166	48.97 %
>ENST00000682274.1 cds chromosome	339	166	48.97 %
>ENST00000682075.1 cds chromosome	1989	838	42.13 %
>ENST00000683104.1 cds chromosome	2157	930	43.12 %
>ENST00000684012.1 cds chromosome	2064	899	43.56 %
>ENST00000581041.5 cds chromosome	1779	741	41.65 %
>ENST00000684553.1 cds chromosome	2046	888	43.40 %
>ENST00000902349.1 cds chromosome	2157	930	43.12 %
>ENST00000902350.1 cds chromosome	2253	985	43.72 %
>ENST00000902351.1 cds chromosome	2253	985	43.72 %
>ENST00000902352.1 cds chromosome	2157	930	43.12 %
>ENST00000902353.1 cds chromosome	2319	1019	43.94 %
>ENST00000902354.1 cds chromosome	2253	985	43.72 %
>ENST00000902355.1 cds chromosome	2253	985	43.72 %
>ENST00000931871.1 cds chromosome	2157	930	43.12 %
>ENST00000931872.1 cds chromosome	2142	943	44.02 %
>ENST00000931873.1 cds chromosome	2067	893	43.20 %
>ENST00000931874.1 cds chromosome	1968	848	43.09 %
>ENST00000931875.1 cds chromosome	2223	964	43.36 %
>ENST00000931876.1 cds chromosome	2004	858	42.81 %
>ENST00000931877.1 cds chromosome	1977	863	43.65 %
>ENST00000931878.1 cds chromosome	1968	848	43.09 %
>ENST00000931879.1 cds chromosome	2163	948	43.83 %
>ENST00000931880.1 cds chromosome	2223	964	43.36 %
>ENST00000963455.1 cds chromosome	2067	893	43.20 %
>ENST00000963456.1 cds chromosome	2253	985	43.72 %
>ENST00000963457.1 cds chromosome	2064	903	43.75 %
>ENST00000963458.1 cds chromosome	1848	813	43.99 %
>ENST00000963459.1 cds chromosome	2160	954	44.17 %
>ENST00000963460.1 cds chromosome	2064	903	43.75 %
>ENST00000963461.1 cds chromosome	2064	899	43.56 %
>ENST00000963462.1 cds chromosome	1848	813	43.99 %
>ENST00000963463.1 cds chromosome	2253	985	43.72 %
>ENST00000963464.1 cds chromosome	2250	983	43.69 %
>ENST00000963465.1 cds chromosome	2163	948	43.83 %
>ENST00000963466.1 cds chromosome	2073	918	44.28 %
>ENST00000963467.1 cds chromosome	2250	983	43.69 %
>ENST00000963468.1 cds chromosome	2157	930	43.12 %
>ENST00000963469.1 cds chromosome	1989	838	42.13 %
>ENST00000260983.8 cds chromosome	4719	2421	51.30 %
>ENST00000644030.1 cds chromosome	4740	2428	51.22 %
>ENST00000644421.1 cds chromosome	2445	1220	49.90 %
>ENST00000644256.1 cds chromosome	4719	2421	51.30 %
>ENST00000644978.2 cds chromosome	4719	2421	51.30 %
>ENST00000427457.2 cds chromosome	360	193	53.61 %
>ENST00000867916.1 cds chromosome	4740	2428	51.22 %
>ENST00000931760.1 cds chromosome	4719	2421	51.30 %
>ENST00000956007.1 cds chromosome	4467	2318	51.89 %
>ENST00000956008.1 cds chromosome	4584	2343	51.11 %
>ENST00000241261.7 cds chromosome	846	360	42.55 %
>ENST00000420541.6 cds chromosome	306	153	50.00 %
>ENST00000855868.1 cds chromosome	708	296	41.81 %
>ENST00000855869.1 cds chromosome	741	314	42.38 %
>ENST00000855870.1 cds chromosome	819	351	42.86 %
>ENST00000855871.1 cds chromosome	840	357	42.50 %
>ENST00000855872.1 cds chromosome	948	406	42.83 %
>ENST00000967485.1 cds chromosome	798	343	42.98 %
>ENST00000456453.5 cds chromosome	380	162	42.63 %
>ENST00000644371.2 cds chromosome	1050	478	45.52 %
>ENST00000458276.7 cds chromosome	837	379	45.28 %
>ENST00000649763.1 cds chromosome	1050	478	45.52 %
>ENST00000643500.1 cds chromosome	687	319	46.43 %
>ENST00000454293.2 cds chromosome	927	408	44.01 %
>ENST00000642351.1 cds chromosome	927	408	44.01 %
>ENST00000413300.2 cds chromosome	468	211	45.09 %
>ENST00000910934.1 cds chromosome	591	277	46.87 %
>ENST00000910935.1 cds chromosome	843	391	46.38 %
>ENST00000967519.1 cds chromosome	1050	478	45.52 %
>ENST00000967520.1 cds chromosome	783	357	45.59 %
>ENST00000676153.1 cds chromosome	1773	922	52.00 %
>ENST00000675184.1 cds chromosome	1773	922	52.00 %
>ENST00000615928.5 cds chromosome	1773	922	52.00 %
>ENST00000676433.1 cds chromosome	1773	922	52.00 %
>ENST00000255380.8 cds chromosome	1773	922	52.00 %
>ENST00000448020.1 cds chromosome	329	171	51.98 %
>ENST00000675709.1 cds chromosome	499	252	50.50 %
>ENST00000875837.1 cds chromosome	1773	922	52.00 %
>ENST00000875838.1 cds chromosome	1773	922	52.00 %
>ENST00000875839.1 cds chromosome	1773	922	52.00 %
>ENST00000875840.1 cds chromosome	1773	922	52.00 %
>ENST00000875841.1 cds chromosome	1773	922	52.00 %
>ENST00000875842.1 cds chromosome	1773	922	52.00 %
>ENST00000875843.1 cds chromosome	1773	922	52.00 %
>ENST00000875844.1 cds chromosome	1773	922	52.00 %
>ENST00000875845.1 cds chromosome	1773	922	52.00 %
>ENST00000875846.1 cds chromosome	1773	922	52.00 %
>ENST00000875847.1 cds chromosome	1773	922	52.00 %
>ENST00000928260.1 cds chromosome	1773	922	52.00 %
>ENST00000928261.1 cds chromosome	1773	922	52.00 %
>ENST00000928262.1 cds chromosome	1773	922	52.00 %
>ENST00000928263.1 cds chromosome	1773	922	52.00 %
>ENST00000928264.1 cds chromosome	1773	922	52.00 %
>ENST00000928265.1 cds chromosome	1773	922	52.00 %
>ENST00000928266.1 cds chromosome	1773	922	52.00 %
>ENST00000928267.1 cds chromosome	1773	922	52.00 %
>ENST00000928268.1 cds chromosome	1773	922	52.00 %
>ENST00000948992.1 cds chromosome	1773	922	52.00 %
>ENST00000948993.1 cds chromosome	1773	922	52.00 %
>ENST00000948994.1 cds chromosome	1773	922	52.00 %
>ENST00000948995.1 cds chromosome	1773	922	52.00 %
>ENST00000416649.6 cds chromosome	2148	1314	61.17 %
>ENST00000294129.7 cds chromosome	2169	1325	61.09 %
>ENST00000413374.1 cds chromosome	456	263	57.68 %
>ENST00000415281.1 cds chromosome	805	479	59.50 %
>ENST00000439518.5 cds chromosome	1186	757	63.83 %
>ENST00000453349.5 cds chromosome	611	382	62.52 %
>ENST00000426678.1 cds chromosome	497	315	63.38 %
>ENST00000870676.1 cds chromosome	1938	1190	61.40 %
>ENST00000870677.1 cds chromosome	2136	1307	61.19 %
>ENST00000870678.1 cds chromosome	2040	1245	61.03 %
>ENST00000870679.1 cds chromosome	2034	1242	61.06 %
>ENST00000870680.1 cds chromosome	2172	1332	61.33 %
>ENST00000870681.1 cds chromosome	1959	1201	61.31 %
>ENST00000870682.1 cds chromosome	2121	1298	61.20 %
>ENST00000870683.1 cds chromosome	2193	1343	61.24 %
>ENST00000870684.1 cds chromosome	2013	1231	61.15 %
>ENST00000870685.1 cds chromosome	2058	1262	61.32 %
>ENST00000967715.1 cds chromosome	2142	1309	61.11 %
>ENST00000967716.1 cds chromosome	2019	1234	61.12 %
>ENST00000967717.1 cds chromosome	2037	1251	61.41 %
>ENST00000967718.1 cds chromosome	2145	1312	61.17 %
>ENST00000967719.1 cds chromosome	2004	1223	61.03 %
>ENST00000967720.1 cds chromosome	2112	1297	61.41 %
>ENST00000304842.6 cds chromosome	1113	503	45.19 %
>ENST00000649664.1 cds chromosome	1113	503	45.19 %
>ENST00000451388.1 cds chromosome	422	212	50.24 %
>ENST00000904436.1 cds chromosome	1113	503	45.19 %
>ENST00000904437.1 cds chromosome	1113	503	45.19 %
>ENST00000904438.1 cds chromosome	1113	503	45.19 %
>ENST00000904439.1 cds chromosome	1113	503	45.19 %
>ENST00000904440.1 cds chromosome	1062	484	45.57 %
>ENST00000904441.1 cds chromosome	1113	503	45.19 %
>ENST00000904442.1 cds chromosome	1113	503	45.19 %
>ENST00000904443.1 cds chromosome	1113	503	45.19 %
>ENST00000904444.1 cds chromosome	1062	484	45.57 %
>ENST00000904445.1 cds chromosome	1113	503	45.19 %
>ENST00000904446.1 cds chromosome	1113	503	45.19 %
>ENST00000904447.1 cds chromosome	1113	503	45.19 %
>ENST00000904448.1 cds chromosome	1113	503	45.19 %
>ENST00000904449.1 cds chromosome	1113	503	45.19 %
>ENST00000935281.1 cds chromosome	1113	503	45.19 %
>ENST00000935282.1 cds chromosome	1062	484	45.57 %
>ENST00000935283.1 cds chromosome	1062	484	45.57 %
>ENST00000935284.1 cds chromosome	1113	503	45.19 %
>ENST00000935285.1 cds chromosome	1113	503	45.19 %
>ENST00000967658.1 cds chromosome	1113	503	45.19 %
>ENST00000967659.1 cds chromosome	1113	503	45.19 %
>ENST00000967660.1 cds chromosome	1113	503	45.19 %
>ENST00000967661.1 cds chromosome	1113	503	45.19 %
>ENST00000967662.1 cds chromosome	1113	503	45.19 %
>ENST00000366988.5 cds chromosome	519	325	62.62 %
>ENST00000896950.1 cds chromosome	354	236	66.67 %
>ENST00000949004.1 cds chromosome	456	292	64.04 %
>ENST00000949005.1 cds chromosome	501	313	62.48 %
>ENST00000430374.6 cds chromosome	2865	1495	52.18 %
>ENST00000697899.1 cds chromosome	2631	1368	52.00 %
>ENST00000357276.9 cds chromosome	2865	1495	52.18 %
>ENST00000697901.1 cds chromosome	1146	580	50.61 %
>ENST00000444508.6 cds chromosome	2865	1495	52.18 %
>ENST00000697903.1 cds chromosome	1362	699	51.32 %
>ENST00000425815.6 cds chromosome	2865	1495	52.18 %
>ENST00000697904.1 cds chromosome	1362	699	51.32 %
>ENST00000697905.1 cds chromosome	1362	699	51.32 %
>ENST00000358207.9 cds chromosome	2865	1495	52.18 %
>ENST00000697906.1 cds chromosome	2631	1368	52.00 %
>ENST00000697907.1 cds chromosome	1146	580	50.61 %
>ENST00000427645.5 cds chromosome	977	512	52.41 %
>ENST00000392128.6 cds chromosome	2391	1257	52.57 %
>ENST00000412913.1 cds chromosome	424	225	53.07 %
>ENST00000445153.1 cds chromosome	485	257	52.99 %
>ENST00000860355.1 cds chromosome	2580	1346	52.17 %
>ENST00000860356.1 cds chromosome	2691	1422	52.84 %
>ENST00000860357.1 cds chromosome	2901	1514	52.19 %
>ENST00000860358.1 cds chromosome	2865	1495	52.18 %
>ENST00000860359.1 cds chromosome	2865	1495	52.18 %
>ENST00000932384.1 cds chromosome	2631	1368	52.00 %
>ENST00000932385.1 cds chromosome	2883	1502	52.10 %
>ENST00000932386.1 cds chromosome	2997	1544	51.52 %
>ENST00000932387.1 cds chromosome	2691	1422	52.84 %
>ENST00000932388.1 cds chromosome	2580	1346	52.17 %
>ENST00000956024.1 cds chromosome	2865	1495	52.18 %
>ENST00000956025.1 cds chromosome	2901	1508	51.98 %
>ENST00000956026.1 cds chromosome	2238	1184	52.90 %
>ENST00000334513.6 cds chromosome	987	602	60.99 %
>ENST00000867824.1 cds chromosome	777	465	59.85 %
>ENST00000867825.1 cds chromosome	909	563	61.94 %
>ENST00000949037.1 cds chromosome	684	409	59.80 %
>ENST00000949038.1 cds chromosome	843	505	59.91 %
>ENST00000367555.5 cds chromosome	723	337	46.61 %
>ENST00000367553.6 cds chromosome	963	454	47.14 %
>ENST00000367552.6 cds chromosome	723	337	46.61 %
>ENST00000258317.6 cds chromosome	963	454	47.14 %
>ENST00000367554.7 cds chromosome	906	446	49.23 %
>ENST00000614468.1 cds chromosome	693	330	47.62 %
>ENST00000879498.1 cds chromosome	1074	499	46.46 %
>ENST00000879499.1 cds chromosome	963	454	47.14 %
>ENST00000879500.1 cds chromosome	831	393	47.29 %
>ENST00000879501.1 cds chromosome	963	454	47.14 %
>ENST00000879502.1 cds chromosome	963	454	47.14 %
>ENST00000879503.1 cds chromosome	1074	499	46.46 %
>ENST00000879504.1 cds chromosome	831	393	47.29 %
>ENST00000879505.1 cds chromosome	1074	499	46.46 %
>ENST00000879506.1 cds chromosome	801	379	47.32 %
>ENST00000879507.1 cds chromosome	963	454	47.14 %
>ENST00000879508.1 cds chromosome	963	454	47.14 %
>ENST00000879509.1 cds chromosome	729	350	48.01 %
>ENST00000879510.1 cds chromosome	963	454	47.14 %
>ENST00000879511.1 cds chromosome	966	456	47.20 %
>ENST00000879512.1 cds chromosome	801	379	47.32 %
>ENST00000879513.1 cds chromosome	963	454	47.14 %
>ENST00000879514.1 cds chromosome	801	379	47.32 %
>ENST00000879515.1 cds chromosome	1074	499	46.46 %
>ENST00000879516.1 cds chromosome	801	379	47.32 %
>ENST00000879517.1 cds chromosome	831	393	47.29 %
>ENST00000879518.1 cds chromosome	1059	492	46.46 %
>ENST00000879519.1 cds chromosome	729	350	48.01 %
>ENST00000913310.1 cds chromosome	963	454	47.14 %
>ENST00000949073.1 cds chromosome	567	275	48.50 %
>ENST00000949074.1 cds chromosome	831	393	47.29 %
>ENST00000949075.1 cds chromosome	1074	499	46.46 %
>ENST00000949076.1 cds chromosome	1074	499	46.46 %
>ENST00000949077.1 cds chromosome	729	350	48.01 %
>ENST00000949078.1 cds chromosome	831	400	48.13 %
>ENST00000949079.1 cds chromosome	1074	499	46.46 %
>ENST00000949080.1 cds chromosome	1074	499	46.46 %
>ENST00000949081.1 cds chromosome	1074	499	46.46 %
>ENST00000949082.1 cds chromosome	1074	499	46.46 %
>ENST00000338523.9 cds chromosome	606	252	41.58 %
>ENST00000446848.6 cds chromosome	606	252	41.58 %
>ENST00000416246.6 cds chromosome	486	205	42.18 %
>ENST00000698074.1 cds chromosome	486	205	42.18 %
>ENST00000698075.1 cds chromosome	486	205	42.18 %
>ENST00000698076.1 cds chromosome	486	205	42.18 %
>ENST00000698077.1 cds chromosome	579	238	41.11 %
>ENST00000698078.1 cds chromosome	606	252	41.58 %
>ENST00000698079.1 cds chromosome	606	252	41.58 %
>ENST00000698080.1 cds chromosome	606	252	41.58 %
>ENST00000698081.1 cds chromosome	321	136	42.37 %
>ENST00000409367.6 cds chromosome	486	205	42.18 %
>ENST00000698084.1 cds chromosome	486	205	42.18 %
>ENST00000698086.1 cds chromosome	315	132	41.90 %
>ENST00000698087.1 cds chromosome	672	287	42.71 %
>ENST00000698088.1 cds chromosome	606	252	41.58 %
>ENST00000698089.1 cds chromosome	486	205	42.18 %
>ENST00000698090.1 cds chromosome	606	252	41.58 %
>ENST00000396376.5 cds chromosome	606	252	41.58 %
>ENST00000409838.1 cds chromosome	354	152	42.94 %
>ENST00000905668.1 cds chromosome	606	252	41.58 %
>ENST00000905669.1 cds chromosome	606	252	41.58 %
>ENST00000905670.1 cds chromosome	606	252	41.58 %
>ENST00000905671.1 cds chromosome	606	252	41.58 %
>ENST00000905672.1 cds chromosome	606	252	41.58 %
>ENST00000905673.1 cds chromosome	606	252	41.58 %
>ENST00000911860.1 cds chromosome	606	252	41.58 %
>ENST00000911861.1 cds chromosome	672	287	42.71 %
>ENST00000967692.1 cds chromosome	606	252	41.58 %
>ENST00000283233.10 cds chromosome	1776	671	37.78 %
>ENST00000409187.5 cds chromosome	1803	677	37.55 %
>ENST00000707084.1 cds chromosome	1803	677	37.55 %
>ENST00000409889.1 cds chromosome	768	280	36.46 %
>ENST00000900274.1 cds chromosome	1635	612	37.43 %
>ENST00000956036.1 cds chromosome	1437	549	38.20 %
>ENST00000496455.7 cds chromosome	2082	875	42.03 %
>ENST00000295920.7 cds chromosome	1785	737	41.29 %
>ENST00000852009.1 cds chromosome	2070	868	41.93 %
>ENST00000852010.1 cds chromosome	1977	839	42.44 %
>ENST00000852011.1 cds chromosome	1980	828	41.82 %
>ENST00000852012.1 cds chromosome	2064	867	42.01 %
>ENST00000928984.1 cds chromosome	2088	876	41.95 %
>ENST00000928985.1 cds chromosome	2076	872	42.00 %
>ENST00000967990.1 cds chromosome	2082	875	42.03 %
>ENST00000967991.1 cds chromosome	2016	846	41.96 %
>ENST00000967992.1 cds chromosome	1722	729	42.33 %
>ENST00000967993.1 cds chromosome	1908	800	41.93 %
>ENST00000449301.5 cds chromosome	627	283	45.14 %
>ENST00000429815.6 cds chromosome	1413	586	41.47 %
>ENST00000356079.9 cds chromosome	1389	581	41.83 %
>ENST00000443941.1 cds chromosome	776	334	43.04 %
>ENST00000875108.1 cds chromosome	1287	537	41.72 %
>ENST00000875109.1 cds chromosome	1509	654	43.34 %
>ENST00000956048.1 cds chromosome	1029	425	41.30 %
>ENST00000403951.6 cds chromosome	2415	1078	44.64 %
>ENST00000402815.6 cds chromosome	2412	1076	44.61 %
>ENST00000407950.5 cds chromosome	2391	1070	44.75 %
>ENST00000406247.7 cds chromosome	2322	1036	44.62 %
>ENST00000399322.7 cds chromosome	2415	1078	44.64 %
>ENST00000910828.1 cds chromosome	2379	1059	44.51 %
>ENST00000910829.1 cds chromosome	2391	1070	44.75 %
>ENST00000910830.1 cds chromosome	2379	1059	44.51 %
>ENST00000910831.1 cds chromosome	2358	1053	44.66 %
>ENST00000910832.1 cds chromosome	2319	1044	45.02 %
>ENST00000910833.1 cds chromosome	2394	1072	44.78 %
>ENST00000910834.1 cds chromosome	2358	1053	44.66 %
>ENST00000932238.1 cds chromosome	2358	1053	44.66 %
>ENST00000932239.1 cds chromosome	2283	1025	44.90 %
>ENST00000967726.1 cds chromosome	1491	656	44.00 %
>ENST00000967727.1 cds chromosome	2412	1076	44.61 %
>ENST00000967728.1 cds chromosome	1125	482	42.84 %
>ENST00000967729.1 cds chromosome	2379	1059	44.51 %
>ENST00000366711.4 cds chromosome	1071	735	68.63 %
>ENST00000949083.1 cds chromosome	1065	731	68.64 %
>ENST00000367549.4 cds chromosome	3813	1705	44.72 %
>ENST00000863481.1 cds chromosome	3411	1532	44.91 %
>ENST00000863482.1 cds chromosome	3540	1585	44.77 %
>ENST00000863483.1 cds chromosome	3792	1696	44.73 %
>ENST00000926361.1 cds chromosome	3813	1704	44.69 %
>ENST00000926362.1 cds chromosome	3810	1703	44.70 %
